datetime,download_speed,upload_speed,ping
2024-07-21 13:15,30.78,10.18,45
2024-07-21 13:20,26.57,11.08,48
2024-07-21 13:25,17.51,11.31,42
2024-07-21 13:27,29.80,10.48,48
2024-07-21 13:35,28.28,11.98,49
2024-07-21 13:40,14.68,11.25,45
2024-07-21 13:45,13.75,10.72,50
2024-07-21 13:50,15.52,10.83,48
2024-07-21 13:55,20.88,11.55,49
2024-07-21 13:58,29.18,10.71,46
2024-07-21 14:07,37.00,11.33,75
2024-07-21 14:10,40.95,10.36,45
2024-07-21 14:15,31.64,10.33,45
2024-07-21 14:20,38.88,10.48,49
2024-07-21 14:25,37.48,11.23,48
2024-07-21 14:27,54.10,10.02,46
2024-07-21 14:35,51.55,10.28,47
2024-07-21 14:40,21.54,11.39,47
2024-07-21 14:45,23.53,11.26,47
2024-07-21 14:50,35.40,10.97,46
2024-07-21 14:55,25.79,11.09,46
2024-07-21 14:58,50.54,11.18,46
2024-07-21 15:07,26.27,11.56,49
2024-07-21 15:10,23.90,11.70,47
2024-07-21 15:15,23.66,10.42,48
2024-07-21 15:20,24.19,11.30,46
2024-07-21 15:25,30.62,11.54,45
2024-07-21 15:27,28.84,10.44,47
2024-07-21 15:35,21.89,10.62,66
2024-07-21 15:40,25.57,11.41,59
2024-07-21 15:45,27.52,11.51,64
2024-07-21 15:50,32.13,10.10,62
2024-07-21 15:55,47.67,10.65,56
2024-07-21 15:58,40.45,10.47,57
2024-07-21 16:07,29.00,10.63,57
2024-07-21 16:10,17.27,10.43,58
2024-07-21 16:15,31.35,10.87,56
2024-07-21 16:20,42.94,10.82,67
2024-07-21 16:25,30.30,11.41,66
2024-07-21 16:27,13.54,11.19,59
2024-07-21 16:35,29.09,11.40,87
2024-07-21 16:40,5.91,10.70,59
2024-07-21 16:45,17.91,11.38,71
2024-07-21 16:50,24.09,11.75,57
2024-07-21 16:55,14.64,10.70,58
2024-07-21 16:58,18.61,11.82,58
2024-07-21 17:07,30.12,10.66,61
2024-07-21 17:10,33.28,10.54,57
2024-07-21 17:15,45.48,11.88,61
2024-07-21 17:20,29.71,10.78,58
2024-07-21 17:25,18.27,9.76,61
2024-07-21 17:27,22.41,10.88,59
2024-07-21 17:35,9.76,10.77,91
2024-07-21 17:40,32.41,10.64,59
2024-07-21 17:45,41.95,11.06,58
2024-07-21 17:50,44.28,11.46,58
2024-07-21 17:55,42.36,10.29,57
2024-07-21 17:58,24.14,10.73,63
2024-07-21 18:07,17.79,10.89,58
2024-07-21 18:10,46.05,10.77,59
2024-07-21 18:15,28.98,12.38,59
2024-07-21 18:20,7.12,10.36,63
2024-07-21 18:25,49.57,11.35,58
2024-07-21 18:27,9.54,9.31,57
2024-07-21 18:35,2.98,6.88,62
2024-07-21 18:40,42.26,10.71,53
2024-07-21 18:45,25.67,10.86,69
2024-07-21 18:50,19.40,9.98,52
2024-07-21 18:55,15.66,6.09,44
2024-07-21 18:58,28.32,11.61,49
2024-07-21 19:07,36.26,10.56,51
2024-07-21 19:10,48.86,10.42,49
2024-07-21 19:15,51.27,10.66,53
2024-07-21 19:20,42.58,11.29,66
2024-07-21 19:25,27.09,10.49,54
2024-07-21 19:27,35.19,11.76,46
2024-07-21 19:35,10.51,11.26,50
2024-07-21 19:40,40.97,11.57,46
2024-07-21 19:45,20.64,10.54,54
2024-07-21 19:50,43.44,10.87,48
2024-07-21 19:55,40.48,11.66,46
2024-07-21 19:58,7.42,11.07,40
2024-07-21 20:07,16.27,11.48,54
2024-07-21 20:10,13.36,9.92,47
2024-07-21 20:15,39.12,10.79,48
2024-07-21 20:20,34.67,12.24,51
2024-07-21 20:25,39.26,7.40,46
2024-07-21 20:27,44.78,11.10,41
2024-07-21 20:35,7.92,11.10,44
2024-07-21 20:40,41.31,10.30,49
2024-07-21 20:45,28.76,11.56,54
2024-07-21 20:50,39.54,11.11,47
2024-07-21 20:55,42.44,10.69,44
2024-07-21 20:58,25.29,10.46,43
2024-07-21 21:07,39.14,10.50,47
2024-07-21 21:10,36.33,10.79,48
2024-07-21 21:15,40.24,10.39,59
2024-07-21 21:20,23.32,10.73,52
2024-07-21 21:25,36.87,10.34,44
2024-07-21 21:27,25.64,11.62,47
2024-07-21 21:35,47.09,10.03,59
2024-07-21 21:40,38.26,11.34,50
2024-07-21 21:45,36.69,10.44,50
2024-07-21 21:50,48.19,11.02,50
2024-07-21 21:55,41.87,10.46,56
2024-07-21 21:58,50.68,11.57,50
2024-07-21 22:07,52.61,10.84,57
2024-07-21 22:10,49.57,11.62,44
2024-07-21 22:15,40.78,10.48,47
2024-07-21 22:20,46.83,10.76,54
2024-07-21 22:25,36.40,10.82,49
2024-07-21 22:27,50.15,11.73,44
2024-07-21 22:35,56.46,10.47,43
2024-07-21 22:40,51.89,10.61,41
2024-07-21 22:45,39.44,11.07,43
2024-07-21 22:50,52.46,10.70,43
2024-07-21 22:55,43.54,10.62,50
2024-07-21 22:58,45.14,11.26,42
2024-07-21 23:07,25.26,10.41,79
2024-07-21 23:10,40.65,11.58,48
2024-07-21 23:15,36.52,11.34,49
2024-07-21 23:20,46.03,8.37,52
2024-07-21 23:25,45.71,10.32,54
2024-07-21 23:27,41.35,11.57,61
2024-07-21 23:35,45.17,11.07,65
2024-07-21 23:40,37.74,11.31,64
2024-07-21 23:45,46.42,10.44,54
2024-07-21 23:50,40.69,10.45,49
2024-07-21 23:55,50.37,11.61,53
2024-07-21 23:58,46.90,10.45,51
2024-07-22 00:07,54.04,10.96,55
2024-07-22 00:10,50.63,10.77,43
2024-07-22 00:15,45.06,11.62,46
2024-07-22 00:20,45.92,11.18,54
2024-07-22 00:25,42.47,11.65,53
2024-07-22 00:27,42.38,11.15,47
2024-07-22 00:35,52.62,11.28,54
2024-07-22 00:40,53.38,11.49,42
2024-07-22 00:45,45.48,10.12,42
2024-07-22 00:50,44.08,11.41,42
2024-07-22 00:55,55.32,11.05,52
2024-07-22 00:58,50.35,10.96,42
2024-07-22 01:07,36.45,9.64,49
2024-07-22 01:10,54.08,10.47,42
2024-07-22 01:15,47.48,11.01,40
2024-07-22 01:20,42.38,11.43,51
2024-07-22 01:25,50.11,10.71,52
2024-07-22 01:27,50.40,10.68,42
2024-07-22 01:35,39.52,9.41,43
2024-07-22 01:40,27.97,8.01,43
2024-07-22 01:45,33.24,10.39,52
2024-07-22 01:50,47.48,12.00,43
2024-07-22 01:55,38.00,10.80,49
2024-07-22 01:58,47.79,11.44,40
2024-07-22 02:07,7.75,11.48,52
2024-07-22 02:10,50.35,10.51,49
2024-07-22 02:15,46.40,10.87,44
2024-07-22 02:20,42.46,7.87,43
2024-07-22 02:25,28.81,11.55,42
2024-07-22 02:27,49.56,5.85,42
2024-07-22 02:35,42.92,10.99,56
2024-07-22 02:40,47.76,10.49,60
2024-07-22 02:45,53.24,10.67,58
2024-07-22 02:50,29.32,10.85,44
2024-07-22 02:55,52.88,10.42,52
2024-07-22 02:58,47.50,11.10,42
2024-07-22 03:07,45.47,10.79,47
2024-07-22 03:10,53.47,10.40,50
2024-07-22 03:15,51.41,11.27,41
2024-07-22 03:20,22.46,10.53,54
2024-07-22 03:25,55.90,11.21,42
2024-07-22 03:27,25.57,11.48,43
2024-07-22 03:35,52.57,11.21,79
2024-07-22 03:40,46.08,10.59,48
2024-07-22 03:45,20.43,10.29,50
2024-07-22 03:50,45.96,10.45,60
2024-07-22 03:55,50.29,11.73,44
2024-07-22 03:58,45.99,11.13,63
2024-07-22 04:07,49.31,10.55,62
2024-07-22 04:10,51.10,11.19,48
2024-07-22 04:15,28.64,10.42,60
2024-07-22 04:20,52.05,11.85,54
2024-07-22 04:25,42.36,11.60,64
2024-07-22 04:27,53.14,10.51,58
2024-07-22 04:35,47.51,12.34,59
2024-07-22 04:40,46.73,11.70,62
2024-07-22 04:45,28.84,11.72,56
2024-07-22 04:50,29.11,1.41,62
2024-07-22 04:55,39.05,10.47,58
2024-07-22 04:58,42.50,11.08,53
2024-07-22 05:07,44.16,11.29,60
2024-07-22 05:10,48.34,10.60,46
2024-07-22 05:15,28.12,10.43,58
2024-07-22 05:20,46.20,11.59,44
2024-07-22 05:25,43.20,11.29,44
2024-07-22 05:27,23.32,10.11,48
2024-07-22 05:35,39.22,11.15,60
2024-07-22 05:40,51.74,11.41,63
2024-07-22 05:45,52.74,10.40,68
2024-07-22 05:50,21.12,10.44,66
2024-07-22 05:55,29.31,11.29,63
2024-07-22 05:58,50.70,10.39,65
2024-07-22 06:07,52.37,11.52,61
2024-07-22 06:10,49.72,10.64,48
2024-07-22 06:15,52.55,11.73,62
2024-07-22 06:20,48.02,10.98,45
2024-07-22 06:25,46.42,10.92,44
2024-07-22 06:27,44.88,11.07,47
2024-07-22 06:35,51.79,10.69,50
2024-07-22 06:40,52.55,11.50,40
2024-07-22 06:45,51.46,10.35,40
2024-07-22 06:50,51.06,11.59,44
2024-07-22 06:55,51.81,11.53,40
2024-07-22 06:58,49.36,10.37,41
2024-07-22 07:07,46.62,10.62,49
2024-07-22 07:10,45.53,10.46,41
2024-07-22 07:15,46.31,10.60,42
2024-07-22 07:20,47.14,10.80,40
2024-07-22 07:25,53.29,10.96,42
2024-07-22 07:27,53.62,11.03,41
2024-07-22 07:35,49.92,10.43,42
2024-07-22 07:40,53.38,11.31,49
2024-07-22 07:45,54.25,10.51,44
2024-07-22 07:50,49.57,10.63,43
2024-07-22 07:55,45.56,10.74,42
2024-07-22 07:58,48.19,11.76,42
2024-07-22 08:07,48.60,10.57,54
2024-07-22 08:10,53.62,10.73,43
2024-07-22 08:15,55.62,10.56,41
2024-07-22 08:20,38.43,10.46,41
2024-07-22 08:25,49.64,10.42,40
2024-07-22 08:27,40.97,11.71,40
2024-07-22 08:35,49.87,10.79,43
2024-07-22 08:40,49.14,10.39,49
2024-07-22 08:45,51.47,11.63,49
2024-07-22 08:50,34.42,10.40,41
2024-07-22 08:55,53.74,10.97,41
2024-07-22 08:58,49.98,10.48,48
2024-07-22 09:07,35.04,11.08,41
2024-07-22 09:10,49.14,11.31,44
2024-07-22 09:15,46.65,10.56,46
2024-07-22 09:20,50.87,12.00,43
2024-07-22 09:25,43.92,10.54,44
2024-07-22 09:27,49.84,10.68,44
2024-07-22 09:35,42.88,11.14,53
2024-07-22 09:40,34.35,10.38,41
2024-07-22 09:45,34.56,10.75,45
2024-07-22 09:50,41.13,11.56,41
2024-07-22 09:55,48.72,11.45,49
2024-07-22 09:58,44.06,11.15,50
2024-07-22 10:07,47.30,11.05,45
2024-07-22 10:10,46.15,10.88,42
2024-07-22 10:15,30.60,11.91,45
2024-07-22 10:20,49.04,10.41,41
2024-07-22 10:25,46.16,10.68,44
2024-07-22 10:27,43.12,12.04,43
2024-07-22 10:35,41.29,10.56,45
2024-07-22 10:40,52.94,10.41,44
2024-07-22 10:45,55.09,11.73,46
2024-07-22 10:50,50.26,11.12,42
2024-07-22 10:55,55.14,10.62,44
2024-07-22 10:58,44.88,10.92,43
2024-07-22 11:07,47.06,11.99,46
2024-07-22 11:10,46.66,10.66,48
2024-07-22 11:15,46.57,8.43,48
2024-07-22 11:20,50.17,11.53,46
2024-07-22 11:25,43.75,10.84,49
2024-07-22 11:27,42.67,11.67,45
2024-07-22 11:35,54.45,10.39,59
2024-07-22 11:40,44.37,10.85,44
2024-07-22 11:45,48.82,11.17,47
2024-07-22 11:50,47.66,10.52,46
2024-07-22 11:55,50.13,11.39,45
2024-07-22 11:58,42.61,10.40,47
2024-07-22 12:07,46.31,10.51,54
2024-07-22 12:10,31.65,11.56,59
2024-07-22 12:15,8.64,10.78,57
2024-07-22 12:20,24.35,10.72,45
2024-07-22 12:25,18.83,10.73,45
2024-07-22 12:27,10.19,11.16,46
2024-07-22 12:35,21.60,11.16,49
2024-07-22 12:40,40.69,10.46,53
2024-07-22 12:45,28.52,10.96,41
2024-07-22 12:50,42.92,10.99,44
2024-07-22 12:55,16.94,9.16,48
2024-07-22 12:58,22.79,11.08,35
2024-07-22 13:07,27.37,10.51,35
2024-07-22 13:10,44.54,10.61,37
2024-07-22 13:15,36.08,11.32,39
2024-07-22 13:20,16.20,11.64,50
2024-07-22 13:25,35.48,10.47,37
2024-07-22 13:27,51.61,11.08,35
2024-07-22 13:35,45.59,10.89,44
2024-07-22 13:40,41.51,10.73,34
2024-07-22 13:45,51.41,10.91,35
2024-07-22 13:50,54.83,11.08,35
2024-07-22 13:55,37.67,11.40,37
2024-07-22 13:58,49.35,11.71,35
2024-07-22 14:07,41.17,9.95,57
2024-07-22 14:10,47.92,11.16,35
2024-07-22 14:15,42.03,11.30,37
2024-07-22 14:20,43.22,11.46,58
2024-07-22 14:25,49.15,10.56,41
2024-07-22 14:27,52.69,11.55,37
2024-07-22 14:35,23.39,11.27,58
2024-07-22 14:40,15.43,11.11,35
2024-07-22 14:45,54.81,10.54,37
2024-07-22 14:50,48.02,10.89,46
2024-07-22 14:55,48.46,11.76,37
2024-07-22 14:58,31.36,11.72,36
2024-07-22 15:07,34.09,11.58,36
2024-07-22 15:10,35.08,10.81,43
2024-07-22 15:15,12.98,10.64,39
2024-07-22 15:20,12.01,11.48,34
2024-07-22 15:25,26.16,11.85,38
2024-07-22 15:27,26.36,10.77,38
2024-07-22 15:35,27.37,8.28,39
2024-07-22 15:40,34.09,10.97,51
2024-07-22 15:45,16.82,11.50,43
2024-07-22 15:50,27.39,11.70,41
2024-07-22 15:55,20.06,10.81,39
2024-07-22 15:58,32.29,10.77,40
2024-07-22 16:07,34.25,11.41,54
2024-07-22 16:10,50.25,11.94,41
2024-07-22 16:15,42.48,10.47,49
2024-07-22 16:20,51.92,10.90,48
2024-07-22 16:25,39.69,11.51,45
2024-07-22 16:27,25.72,10.46,38
2024-07-22 16:35,42.73,10.46,37
2024-07-22 16:40,36.52,10.50,41
2024-07-22 16:45,49.82,10.36,41
2024-07-22 16:50,34.46,11.60,42
2024-07-22 16:55,31.75,10.50,44
2024-07-22 16:58,46.85,10.45,40
2024-07-22 17:07,43.04,11.48,58
2024-07-22 17:10,18.97,11.10,49
2024-07-22 17:15,8.26,9.79,123
2024-07-22 17:20,24.28,9.79,42
2024-07-22 17:25,48.12,11.41,39
2024-07-22 17:27,39.27,11.33,37
2024-07-22 17:35,31.81,10.18,36
2024-07-22 17:40,35.60,11.39,46
2024-07-22 17:45,44.22,9.98,47
2024-07-22 17:50,13.28,10.78,53
2024-07-22 17:55,12.18,11.40,41
2024-07-22 17:58,5.02,10.27,39
2024-07-22 18:07,12.71,11.49,35
2024-07-22 18:10,21.34,10.17,55
2024-07-22 18:15,12.14,10.78,38
2024-07-22 18:20,6.43,10.79,37
2024-07-22 18:25,20.57,11.24,34
2024-07-22 18:27,25.44,10.77,40
2024-07-22 18:35,22.55,11.78,42
2024-07-22 18:40,42.45,11.11,41
2024-07-22 18:45,53.39,11.25,42
2024-07-22 18:50,34.56,11.40,43
2024-07-22 18:55,42.66,11.30,40
2024-07-22 18:58,47.62,10.38,38
2024-07-22 19:07,45.20,10.57,43
2024-07-22 19:10,41.58,11.48,40
2024-07-22 19:15,32.52,10.67,39
2024-07-22 19:20,13.77,11.77,41
2024-07-22 19:25,48.78,10.53,38
2024-07-22 19:27,49.35,11.32,36
2024-07-22 19:35,15.45,10.51,43
2024-07-22 19:40,30.45,10.55,40
2024-07-22 19:45,12.92,10.47,38
2024-07-22 19:50,27.10,10.97,40
2024-07-22 19:55,40.36,11.49,40
2024-07-22 19:58,48.31,10.72,38
2024-07-22 20:07,24.28,11.01,40
2024-07-22 20:10,19.91,10.76,37
2024-07-22 20:15,25.44,11.37,40
2024-07-22 20:20,3.32,10.49,41
2024-07-22 20:25,26.95,7.02,48
2024-07-22 20:27,36.25,10.30,46
2024-07-22 20:35,37.26,10.44,53
2024-07-22 20:40,28.32,10.49,40
2024-07-22 20:45,26.92,10.74,43
2024-07-22 20:50,33.34,10.65,39
2024-07-22 20:55,37.66,11.63,36
2024-07-22 20:58,40.96,10.61,45
2024-07-22 21:07,23.22,10.58,92
2024-07-22 21:10,34.02,11.54,38
2024-07-22 21:15,46.73,10.33,42
2024-07-22 21:20,19.26,5.45,96
2024-07-22 21:25,35.17,10.93,37
2024-07-22 21:27,35.57,11.38,38
2024-07-22 21:35,33.36,8.60,37
2024-07-22 21:40,39.70,11.26,39
2024-07-22 21:45,23.87,11.15,39
2024-07-22 21:50,8.70,3.11,48
2024-07-22 21:55,10.91,11.41,38
2024-07-22 21:58,10.82,11.12,37
2024-07-22 22:07,28.58,11.69,39
2024-07-22 22:10,29.13,10.84,36
2024-07-22 22:15,12.65,10.27,106
2024-07-22 22:20,33.21,10.78,35
2024-07-22 22:25,46.06,11.65,52
2024-07-22 22:27,46.93,10.58,43
2024-07-22 22:35,25.94,9.66,136
2024-07-22 22:40,33.47,10.83,40
2024-07-22 22:45,46.95,10.71,48
2024-07-22 22:50,48.91,9.13,91
2024-07-22 22:55,0,0,0
2024-07-22 22:58,0,0,0
2024-07-22 23:07,40.04,10.74,50
2024-07-22 23:10,42.83,12.05,35
2024-07-22 23:15,38.97,12.00,34
2024-07-22 23:20,23.07,11.45,34
2024-07-22 23:25,46.66,11.40,33
2024-07-22 23:27,30.88,10.66,37
2024-07-22 23:35,33.79,11.20,33
2024-07-22 23:40,17.03,10.81,38
2024-07-22 23:45,39.45,11.31,36
2024-07-22 23:50,42.28,10.58,36
2024-07-22 23:55,49.27,11.44,42
2024-07-22 23:58,51.67,11.20,37
2024-07-23 00:07,51.86,10.59,39
2024-07-23 00:10,44.74,10.64,36
2024-07-23 00:15,55.12,11.04,35
2024-07-23 00:20,51.90,10.65,35
2024-07-23 00:25,55.71,11.33,33
2024-07-23 00:27,55.87,10.84,34
2024-07-23 00:35,36.04,11.43,34
2024-07-23 00:40,42.57,11.80,38
2024-07-23 00:45,56.32,10.92,34
2024-07-23 00:50,43.94,10.45,36
2024-07-23 00:55,9.21,10.97,35
2024-07-23 00:58,55.68,10.43,34
2024-07-23 01:07,56.12,10.52,40
2024-07-23 01:10,55.64,10.57,37
2024-07-23 01:15,40.92,10.99,37
2024-07-23 01:20,55.22,11.33,36
2024-07-23 01:25,25.69,10.43,37
2024-07-23 01:27,31.27,10.98,35
2024-07-23 01:35,56.27,10.46,37
2024-07-23 01:40,52.72,10.63,33
2024-07-23 01:45,41.27,11.02,36
2024-07-23 01:50,53.97,11.37,43
2024-07-23 01:55,53.59,11.70,34
2024-07-23 01:58,56.10,11.61,39
2024-07-23 02:07,55.88,10.44,36
2024-07-23 02:10,54.90,10.85,35
2024-07-23 02:15,55.77,10.44,39
2024-07-23 02:20,52.78,10.96,35
2024-07-23 02:25,56.16,10.66,34
2024-07-23 02:27,54.43,11.80,36
2024-07-23 02:35,53.92,11.77,35
2024-07-23 02:40,51.61,10.55,39
2024-07-23 02:45,55.57,11.54,37
2024-07-23 02:50,55.46,11.63,40
2024-07-23 02:55,49.77,11.52,36
2024-07-23 02:58,42.09,11.54,58
2024-07-23 03:07,54.52,10.51,54
2024-07-23 03:10,56.61,11.14,37
2024-07-23 03:15,53.84,10.53,47
2024-07-23 03:20,38.60,10.54,48
2024-07-23 03:25,52.02,10.70,48
2024-07-23 03:27,52.99,10.57,44
2024-07-23 03:35,54.94,11.19,49
2024-07-23 03:40,48.58,11.66,36
2024-07-23 03:45,55.66,10.83,45
2024-07-23 03:50,53.22,11.72,40
2024-07-23 03:55,56.22,10.34,37
2024-07-23 03:58,56.30,10.51,34
2024-07-23 04:07,50.03,10.40,54
2024-07-23 04:10,56.24,11.53,58
2024-07-23 04:15,40.54,10.53,46
2024-07-23 04:20,55.88,11.76,42
2024-07-23 04:25,54.99,11.87,47
2024-07-23 04:27,55.71,11.83,37
2024-07-23 04:35,48.45,10.56,61
2024-07-23 04:40,56.17,10.77,35
2024-07-23 04:45,52.70,10.56,36
2024-07-23 04:50,54.77,10.67,37
2024-07-23 04:55,56.47,11.24,61
2024-07-23 04:58,53.22,10.41,43
2024-07-23 05:07,49.01,11.70,47
2024-07-23 05:10,54.89,11.76,52
2024-07-23 05:15,48.59,10.59,47
2024-07-23 05:20,36.48,10.45,47
2024-07-23 05:25,56.32,12.04,47
2024-07-23 05:27,44.16,10.62,49
2024-07-23 05:35,50.12,11.01,46
2024-07-23 05:40,55.15,10.61,46
2024-07-23 05:45,50.82,9.73,42
2024-07-23 05:50,48.89,11.50,47
2024-07-23 05:55,51.23,11.51,42
2024-07-23 05:58,50.38,11.82,43
2024-07-23 06:07,47.47,11.46,44
2024-07-23 06:10,52.51,10.61,48
2024-07-23 06:15,48.78,11.09,43
2024-07-23 06:20,45.67,10.83,49
2024-07-23 06:25,31.27,10.22,187
2024-07-23 06:27,52.19,10.48,67
2024-07-23 06:35,44.85,10.49,42
2024-07-23 06:40,49.68,11.35,46
2024-07-23 06:45,42.96,10.63,58
2024-07-23 06:50,44.91,10.53,43
2024-07-23 06:55,38.59,10.46,47
2024-07-23 06:58,43.57,10.94,57
2024-07-23 07:07,53.40,10.92,70
2024-07-23 07:10,51.32,11.53,50
2024-07-23 07:15,47.24,10.43,47
2024-07-23 07:20,51.90,10.59,52
2024-07-23 07:25,37.81,11.30,48
2024-07-23 07:27,47.41,10.49,68
2024-07-23 07:35,42.64,10.70,48
2024-07-23 07:40,52.33,11.16,47
2024-07-23 07:45,44.52,10.97,48
2024-07-23 07:50,47.49,11.37,58
2024-07-23 07:55,55.35,11.44,49
2024-07-23 07:58,48.36,11.46,42
2024-07-23 08:07,42.55,11.30,40
2024-07-23 08:10,53.12,10.68,43
2024-07-23 08:15,50.99,10.35,37
2024-07-23 08:20,46.97,11.58,42
2024-07-23 08:25,51.05,11.57,42
2024-07-23 08:27,50.44,10.63,40
2024-07-23 08:35,50.66,11.79,38
2024-07-23 08:40,51.88,10.75,43
2024-07-23 08:45,52.28,11.76,42
2024-07-23 08:50,44.78,11.31,45
2024-07-23 08:55,50.67,10.36,58
2024-07-23 08:58,52.55,10.79,60
2024-07-23 09:07,49.82,10.95,48
2024-07-23 09:10,34.62,11.89,42
2024-07-23 09:15,39.78,12.00,37
2024-07-23 09:20,35.70,11.44,42
2024-07-23 09:25,44.08,10.41,43
2024-07-23 09:27,50.16,11.47,43
2024-07-23 09:35,47.85,11.52,40
2024-07-23 09:40,38.42,10.53,39
2024-07-23 09:45,25.83,11.69,40
2024-07-23 09:50,45.41,10.75,52
2024-07-23 09:55,41.00,10.54,41
2024-07-23 09:58,45.58,11.59,45
2024-07-23 10:07,55.67,10.40,48
2024-07-23 10:10,51.81,10.56,52
2024-07-23 10:15,53.58,10.65,40
2024-07-23 10:20,51.66,11.55,41
2024-07-23 10:25,53.39,11.68,38
2024-07-23 10:27,55.09,11.82,54
2024-07-23 10:35,47.30,8.20,42
2024-07-23 10:40,56.28,11.67,50
2024-07-23 10:45,45.04,10.61,41
2024-07-23 10:50,13.42,9.71,43
2024-07-23 10:55,36.88,10.61,65
2024-07-23 10:58,39.71,10.12,43
2024-07-23 11:07,32.61,10.00,86
2024-07-23 11:10,24.33,10.55,56
2024-07-23 11:15,27.99,10.28,55
2024-07-23 11:20,37.53,8.39,47
2024-07-23 11:25,38.46,10.62,44
2024-07-23 11:27,39.59,11.88,44
2024-07-23 11:35,28.92,10.34,67
2024-07-23 11:40,43.79,10.46,44
2024-07-23 11:45,48.68,10.42,45
2024-07-23 11:50,40.18,10.44,43
2024-07-23 11:55,55.40,10.50,44
2024-07-23 11:58,43.87,11.15,46
2024-07-23 12:07,43.25,10.91,41
2024-07-23 12:10,32.46,10.50,44
2024-07-23 12:15,38.89,10.64,62
2024-07-23 12:20,37.82,11.71,43
2024-07-23 12:25,49.52,11.55,42
2024-07-23 12:27,41.80,10.84,49
2024-07-23 12:35,23.29,10.94,43
2024-07-23 12:40,12.07,10.10,55
2024-07-23 12:45,28.65,10.55,41
2024-07-23 12:50,40.00,11.16,52
2024-07-23 12:55,26.84,10.50,60
2024-07-23 12:58,21.00,2.51,66
2024-07-23 13:07,37.25,11.68,44
2024-07-23 13:10,41.03,11.22,50
2024-07-23 13:15,41.86,10.58,47
2024-07-23 13:20,35.83,6.84,44
2024-07-23 13:25,37.48,10.64,54
2024-07-23 13:27,33.39,10.50,47
2024-07-23 13:35,41.77,11.42,44
2024-07-23 13:40,21.75,9.67,48
2024-07-23 13:45,18.17,11.55,45
2024-07-23 13:50,18.75,10.48,47
2024-07-23 13:55,16.58,11.26,60
2024-07-23 13:58,0,0,0
2024-07-23 14:07,28.29,10.70,58
2024-07-23 14:10,24.35,10.87,44
2024-07-23 14:15,30.73,10.49,50
2024-07-23 14:20,27.94,10.94,41
2024-07-23 14:25,34.76,11.14,39
2024-07-23 14:27,45.85,11.01,39
2024-07-23 14:35,38.36,11.53,59
2024-07-23 14:40,37.04,10.42,55
2024-07-23 14:45,31.82,10.98,46
2024-07-23 14:50,34.29,10.77,48
2024-07-23 14:55,23.34,10.51,42
2024-07-23 14:58,33.20,10.43,43
2024-07-23 15:07,43.40,10.89,60
2024-07-23 15:10,46.03,10.55,46
2024-07-23 15:15,47.66,10.19,47
2024-07-23 15:20,53.37,10.81,53
2024-07-23 15:25,52.60,10.65,46
2024-07-23 15:27,24.64,11.19,41
2024-07-23 15:35,36.62,10.79,43
2024-07-23 15:40,1.93,2.55,43
2024-07-23 15:45,1.40,1.89,38
2024-07-23 15:50,35.79,10.43,47
2024-07-23 15:55,50.84,10.54,51
2024-07-23 15:58,42.08,10.78,40
2024-07-23 16:07,11.26,10.53,48
2024-07-23 16:10,40.70,10.81,51
2024-07-23 16:15,44.92,10.32,43
2024-07-23 16:20,49.27,11.22,55
2024-07-23 16:25,29.38,10.66,49
2024-07-23 16:27,39.86,10.59,58
2024-07-23 16:35,52.96,10.58,43
2024-07-23 16:40,2.78,2.86,43
2024-07-23 16:45,53.30,10.73,46
2024-07-23 16:50,44.68,10.97,58
2024-07-23 16:55,36.07,11.70,47
2024-07-23 16:58,22.68,10.97,32
2024-07-23 17:07,38.59,10.62,48
2024-07-23 17:10,30.52,10.87,64
2024-07-23 17:15,40.92,9.30,56
2024-07-23 17:20,55.51,10.59,45
2024-07-23 17:25,31.06,2.68,43
2024-07-23 17:27,38.38,11.11,33
2024-07-23 17:35,31.85,11.60,42
2024-07-23 17:40,41.17,11.46,55
2024-07-23 17:45,38.26,11.00,43
2024-07-23 17:50,34.15,10.14,167
2024-07-23 17:55,34.95,11.67,35
2024-07-23 17:58,52.53,11.39,39
2024-07-23 18:07,40.94,11.66,45
2024-07-23 18:10,43.91,11.69,44
2024-07-23 18:15,18.86,11.26,39
2024-07-23 18:20,14.68,10.67,48
2024-07-23 18:25,27.77,11.30,46
2024-07-23 18:27,12.84,10.37,142
2024-07-23 18:35,34.52,11.38,45
2024-07-23 18:40,28.86,10.93,50
2024-07-23 18:45,23.99,10.42,41
2024-07-23 18:50,20.00,11.50,42
2024-07-23 18:55,32.54,11.51,44
2024-07-23 18:58,30.12,10.53,39
2024-07-23 19:07,28.26,11.55,143
2024-07-23 19:10,29.87,11.11,48
2024-07-23 19:15,19.29,10.40,146
2024-07-23 19:20,26.99,10.89,46
2024-07-23 19:25,25.40,11.04,44
2024-07-23 19:27,23.53,11.62,38
2024-07-23 19:35,39.69,10.57,51
2024-07-23 19:40,47.38,10.54,47
2024-07-23 19:45,50.64,10.82,37
2024-07-23 19:50,37.88,11.25,153
2024-07-23 19:55,16.85,10.57,47
2024-07-23 19:58,29.18,11.30,42
2024-07-23 20:07,48.86,11.09,41
2024-07-23 20:10,37.30,10.92,67
2024-07-23 20:15,33.72,10.37,52
2024-07-23 20:20,7.37,11.08,57
2024-07-23 20:25,9.68,10.30,44
2024-07-23 20:27,11.00,9.60,44
2024-07-23 20:35,13.80,10.02,42
2024-07-23 20:40,6.28,10.08,74
